number,name,available,bustype,angle,magnitude,voltage_limits,base_voltage,area,load_zone
2007,bus-2007,true,PQ,0.003167104358158997,1.0,"(min = 0.94, max = 1.06)",66.0,0,0
7347,bus-7347,true,PQ,-0.03504347732177289,1.0,"(min = 0.94, max = 1.06)",66.0,0,0
6258,bus-6258,true,PQ,0.0008322178143874045,1.0,"(min = 0.94, max = 1.06)",66.0,0,0
2015,bus-2015,true,PQ,0.0005438482566222038,1.0,"(min = 0.94, max = 1.06)",66.0,0,0
5601,bus-5601,true,PQ,0.0009122292469738705,1.0,"(min = 0.94, max = 1.06)",66.0,0,0
5203,bus-5203,true,PQ,0.004014805819117568,1.0,"(min = 0.94, max = 1.06)",66.0,0,0
5056,bus-5056,true,PQ,-0.0012174833450703379,1.0,"(min = 0.94, max = 1.06)",66.0,0,0
7219,bus-7219,true,PQ,-0.03488254871449398,1.0,"(min = 0.94, max = 1.06)",66.0,0,0
6421,bus-6421,true,PQ,-6.99018335039062e-5,1.0,"(min = 0.94, max = 1.06)",66.0,0,0
5505,bus-5505,true,PQ,0.0016425461334113045,1.0,"(min = 0.94, max = 1.06)",115.0,0,0
6575,bus-6575,true,PQ,-0.0005508206323084231,1.0,"(min = 0.94, max = 1.06)",230.0,0,0
7071,bus-7071,true,PQ,-0.03433270961172365,1.0,"(min = 0.94, max = 1.06)",66.0,0,0
6792,bus-6792,true,PQ,0.007750683327357525,1.0,"(min = 0.94, max = 1.06)",230.0,0,0
2444,bus-2444,true,PQ,0.000636669955623361,1.0,"(min = 0.94, max = 1.06)",66.0,0,0
568,bus-568,true,PQ,-0.021947260176692053,1.0,"(min = 0.94, max = 1.06)",66.0,0,0
4595,bus-4595,true,PQ,-0.005211606553530179,1.0,"(min = 0.94, max = 1.06)",115.0,0,0
844,bus-844,true,PQ,-0.03481217267573043,1.0,"(min = 0.94, max = 1.06)",66.0,0,0
5277,bus-5277,true,PQ,0.0032191262701624715,1.0,"(min = 0.94, max = 1.06)",66.0,0,0
304,bus-304,true,PV,-0.002997560299546757,1.0,"(min = 0.94, max = 1.06)",66.0,0,0
1627,bus-1627,true,PQ,0.017992390866496857,1.0,"(min = 0.94, max = 1.06)",66.0,0,0
3497,bus-3497,true,PQ,-0.03739818985289737,1.0,"(min = 0.94, max = 1.06)",66.0,0,0
78,bus-78,true,PQ,-0.03001928055813043,1.0,"(min = 0.94, max = 1.06)",66.0,0,0
464,bus-464,true,PQ,-0.0007676962993401069,1.0,"(min = 0.94, max = 1.06)",66.0,0,0
2636,bus-2636,true,PQ,0.0002648305988495261,1.0,"(min = 0.94, max = 1.06)",230.0,0,0
1156,bus-1156,true,PQ,-0.03233693521137901,1.0,"(min = 0.94, max = 1.06)",66.0,0,0
3943,bus-3943,true,PQ,-0.03303317864045901,1.0,"(min = 0.94, max = 1.06)",66.0,0,0
5057,bus-5057,true,PQ,-0.0022372868663167607,1.0,"(min = 0.94, max = 1.06)",66.0,0,0
6331,bus-6331,true,PQ,-0.0006392808634645894,1.0,"(min = 0.94, max = 1.06)",66.0,0,0
1418,bus-1418,true,PV,-0.002105738049561784,1.0,"(min = 0.94, max = 1.06)",66.0,0,0
5778,bus-5778,true,PQ,-2.4447778386192763e-5,1.0,"(min = 0.94, max = 1.06)",66.0,0,0
5245,bus-5245,true,PQ,0.00551619338607367,1.0,"(min = 0.94, max = 1.06)",66.0,0,0
6216,bus-6216,true,PQ,-0.0004946836545530965,1.0,"(min = 0.94, max = 1.06)",66.0,0,0
6819,bus-6819,true,PQ,0.004228364079498791,1.0,"(min = 0.94, max = 1.06)",115.0,0,0
7192,bus-7192,true,PQ,-0.03472857576788303,1.0,"(min = 0.94, max = 1.06)",66.0,0,0
5333,bus-5333,true,PQ,0.0008954458345101229,1.0,"(min = 0.94, max = 1.06)",66.0,0,0
2992,bus-2992,true,PQ,-0.03228541082293211,1.0,"(min = 0.94, max = 1.06)",115.0,0,0
8342,bus-8342,true,PQ,-0.0020144740848433,1.0,"(min = 0.94, max = 1.06)",115.0,0,0
270,bus-270,true,PV,0.013723498845503354,1.0,"(min = 0.94, max = 1.06)",66.0,0,0
4710,bus-4710,true,PQ,0.005335379422322038,1.0,"(min = 0.94, max = 1.06)",115.0,0,0
8395,bus-8395,true,PQ,-0.012259786531739454,1.0,"(min = 0.94, max = 1.06)",115.0,0,0
1431,bus-1431,true,PQ,-0.004618762136564978,1.0,"(min = 0.94, max = 1.06)",66.0,0,0
7724,bus-7724,true,PQ,-0.0067904996198047095,1.0,"(min = 0.94, max = 1.06)",115.0,0,0
750,bus-750,true,PQ,-0.03356013193887965,1.0,"(min = 0.94, max = 1.06)",115.0,0,0
226,bus-226,true,PV,-0.005517770762291745,1.0,"(min = 0.94, max = 1.06)",66.0,0,0
242,bus-242,true,PQ,0.011067437852996,1.0,"(min = 0.94, max = 1.06)",115.0,0,0
505,bus-505,true,PQ,-0.0008737086505397813,1.0,"(min = 0.94, max = 1.06)",66.0,0,0
8857,bus-8857,true,PQ,0.006184962871813034,1.0,"(min = 0.94, max = 1.06)",115.0,0,0
4273,bus-4273,true,PQ,-0.005273282562304841,1.0,"(min = 0.94, max = 1.06)",115.0,0,0
2141,bus-2141,true,PQ,-0.03496366777840232,1.0,"(min = 0.94, max = 1.06)",66.0,0,0
8278,bus-8278,true,PQ,-0.031543121070328445,1.0,"(min = 0.94, max = 1.06)",66.0,0,0
3740,bus-3740,true,PQ,-0.03834209305937441,1.0,"(min = 0.94, max = 1.06)",66.0,0,0
6529,bus-6529,true,PQ,-0.002467109274038666,1.0,"(min = 0.94, max = 1.06)",66.0,0,0
8773,bus-8773,true,PQ,0.0004697512561785561,1.0,"(min = 0.94, max = 1.06)",66.0,0,0
5680,bus-5680,true,PQ,0.00182827387794038,1.0,"(min = 0.94, max = 1.06)",66.0,0,0
508,bus-508,true,PQ,-0.00043414744526375356,1.0,"(min = 0.94, max = 1.06)",66.0,0,0
6483,bus-6483,true,PQ,-0.0012457547223648931,1.0,"(min = 0.94, max = 1.06)",66.0,0,0
5781,bus-5781,true,PQ,-0.0012329793328646444,1.0,"(min = 0.94, max = 1.06)",66.0,0,0
3840,bus-3840,true,PQ,-0.03199530498719242,1.0,"(min = 0.94, max = 1.06)",66.0,0,0
1236,bus-1236,true,PV,-0.03233196817886076,1.0,"(min = 0.94, max = 1.06)",115.0,0,0
6346,bus-6346,true,PQ,-0.0005835119965924595,1.0,"(min = 0.94, max = 1.06)",66.0,0,0
2119,bus-2119,true,PQ,-0.03207928394761308,1.0,"(min = 0.94, max = 1.06)",66.0,0,0
2076,bus-2076,true,PQ,-0.0005662069523391805,1.0,"(min = 0.94, max = 1.06)",66.0,0,0
3230,bus-3230,true,PQ,-0.03220119711572706,1.0,"(min = 0.94, max = 1.06)",115.0,0,0
6203,bus-6203,true,PQ,-0.00012398379602075236,1.0,"(min = 0.94, max = 1.06)",66.0,0,0
6871,bus-6871,true,PQ,0.008217907374704462,1.0,"(min = 0.94, max = 1.06)",66.0,0,0
6998,bus-6998,true,PQ,0.012987603281147297,1.0,"(min = 0.94, max = 1.06)",66.0,0,0
3607,bus-3607,true,PQ,-0.03758355568769808,1.0,"(min = 0.94, max = 1.06)",66.0,0,0
4735,bus-4735,true,PQ,0.0029008753421715786,1.0,"(min = 0.94, max = 1.06)",115.0,0,0
1622,bus-1622,true,PQ,-0.03079701899503965,1.0,"(min = 0.94, max = 1.06)",66.0,0,0
4440,bus-4440,true,PQ,-0.03563899256373254,1.0,"(min = 0.94, max = 1.06)",66.0,0,0
7729,bus-7729,true,PQ,-0.026925671369001092,1.0,"(min = 0.94, max = 1.06)",66.0,0,0
7769,bus-7769,true,PQ,0.007810722461639912,1.0,"(min = 0.94, max = 1.06)",115.0,0,0
8386,bus-8386,true,PQ,0.014041506736395907,1.0,"(min = 0.94, max = 1.06)",66.0,0,0
2813,bus-2813,true,PQ,-0.010926266931355025,1.0,"(min = 0.94, max = 1.06)",115.0,0,0
1527,bus-1527,true,PQ,0.010366238491691793,1.0,"(min = 0.94, max = 1.06)",115.0,0,0
7194,bus-7194,true,PQ,-0.03492646992512041,1.0,"(min = 0.94, max = 1.06)",66.0,0,0
260,bus-260,true,PQ,-0.01878131581671381,1.0,"(min = 0.94, max = 1.06)",66.0,0,0
5369,bus-5369,true,PQ,-0.001368345771124361,1.0,"(min = 0.94, max = 1.06)",66.0,0,0
1005,bus-1005,true,PV,0.006069021016122195,1.0,"(min = 0.94, max = 1.06)",115.0,0,0
4429,bus-4429,true,PQ,-0.031835661989440524,1.0,"(min = 0.94, max = 1.06)",115.0,0,0
7884,bus-7884,true,PQ,0.0002637984163658844,1.0,"(min = 0.94, max = 1.06)",230.0,0,0
8060,bus-8060,true,PQ,0.005925390977925034,1.0,"(min = 0.94, max = 1.06)",66.0,0,0
8481,bus-8481,true,PQ,-0.0010550711695299865,1.0,"(min = 0.94, max = 1.06)",66.0,0,0
8461,bus-8461,true,PV,-0.019306320804090445,1.0,"(min = 0.94, max = 1.06)",230.0,0,0
1546,bus-1546,true,PV,0.006800462954012767,1.0,"(min = 0.94, max = 1.06)",66.0,0,0
7380,bus-7380,true,PQ,-0.03495821083196303,1.0,"(min = 0.94, max = 1.06)",66.0,0,0
7627,bus-7627,true,PQ,0.0029897671426372145,1.0,"(min = 0.94, max = 1.06)",230.0,0,0
7891,bus-7891,true,PQ,-0.00575783626304751,1.0,"(min = 0.94, max = 1.06)",115.0,0,0
6329,bus-6329,true,PQ,-0.00035403509599460814,1.0,"(min = 0.94, max = 1.06)",66.0,0,0
8609,bus-8609,true,PQ,-0.02951422049531389,1.0,"(min = 0.94, max = 1.06)",230.0,0,0
4486,bus-4486,true,PQ,-0.034798564169019705,1.0,"(min = 0.94, max = 1.06)",66.0,0,0
2222,bus-2222,true,PQ,-0.034239312680126296,1.0,"(min = 0.94, max = 1.06)",66.0,0,0
4931,bus-4931,true,PQ,-0.0034556474609930407,1.0,"(min = 0.94, max = 1.06)",66.0,0,0
476,bus-476,true,PQ,-0.0005388106220450515,1.0,"(min = 0.94, max = 1.06)",66.0,0,0
620,bus-620,true,PQ,-0.032208788948907385,1.0,"(min = 0.94, max = 1.06)",66.0,0,0
1451,bus-1451,true,PV,-0.03211381162167236,1.0,"(min = 0.94, max = 1.06)",115.0,0,0
7765,bus-7765,true,PQ,0.016151497018880787,1.0,"(min = 0.94, max = 1.06)",115.0,0,0
6717,bus-6717,true,PQ,0.0015927395102315217,1.0,"(min = 0.94, max = 1.06)",66.0,0,0
7555,bus-7555,true,PQ,-0.0010682897208165968,1.0,"(min = 0.94, max = 1.06)",66.0,0,0
8019,bus-8019,true,PQ,-0.00030901597902088676,1.0,"(min = 0.94, max = 1.06)",66.0,0,0
150,bus-150,true,PQ,-0.02062560017584139,1.0,"(min = 0.94, max = 1.06)",115.0,0,0
7373,bus-7373,true,PQ,-0.03494687107874698,1.0,"(min = 0.94, max = 1.06)",66.0,0,0
8392,bus-8392,true,PQ,-0.03385673790435254,1.0,"(min = 0.94, max = 1.06)",66.0,0,0
2697,bus-2697,true,PQ,-0.028912960327588375,1.0,"(min = 0.94, max = 1.06)",66.0,0,0
5442,bus-5442,true,PQ,0.0005593518697600122,1.0,"(min = 0.94, max = 1.06)",66.0,0,0
6605,bus-6605,true,PQ,-0.0008107175745709844,1.0,"(min = 0.94, max = 1.06)",66.0,0,0
1947,bus-1947,true,PQ,-0.034233456751420005,1.0,"(min = 0.94, max = 1.06)",66.0,0,0
2071,bus-2071,true,PQ,-0.000686102552999112,1.0,"(min = 0.94, max = 1.06)",66.0,0,0
1693,bus-1693,true,PV,0.0005211581473148828,1.0,"(min = 0.94, max = 1.06)",66.0,0,0
407,bus-407,true,PV,-0.002194878541992537,1.0,"(min = 0.94, max = 1.06)",66.0,0,0
1700,bus-1700,true,PV,-0.00045205678882658445,1.0,"(min = 0.94, max = 1.06)",66.0,0,0
6221,bus-6221,true,PQ,-0.0004959938418066421,1.0,"(min = 0.94, max = 1.06)",66.0,0,0
7057,bus-7057,true,PQ,-0.03284682913809188,1.0,"(min = 0.94, max = 1.06)",230.0,0,0
4637,bus-4637,true,PQ,-0.03229923191074573,1.0,"(min = 0.94, max = 1.06)",115.0,0,0
1942,bus-1942,true,PQ,0.0003751623956017913,1.0,"(min = 0.94, max = 1.06)",66.0,0,0
185,bus-185,true,PQ,0.012455445114191244,1.0,"(min = 0.94, max = 1.06)",115.0,0,0
7113,bus-7113,true,PQ,-0.034018769908784566,1.0,"(min = 0.94, max = 1.06)",66.0,0,0
7791,bus-7791,true,PQ,-0.03358015383245975,1.0,"(min = 0.94, max = 1.06)",115.0,0,0
588,bus-588,true,PQ,-0.026474562400423424,1.0,"(min = 0.94, max = 1.06)",66.0,0,0
6759,bus-6759,true,PQ,-0.0016709842175746932,1.0,"(min = 0.94, max = 1.06)",500.0,0,0
6698,bus-6698,true,PQ,0.0031882953605385485,1.0,"(min = 0.94, max = 1.06)",66.0,0,0
8138,bus-8138,true,PQ,-0.033532528160495956,1.0,"(min = 0.94, max = 1.06)",115.0,0,0
2436,bus-2436,true,PQ,0.0006732771842504032,1.0,"(min = 0.94, max = 1.06)",66.0,0,0
5341,bus-5341,true,PQ,0.00042384765869980155,1.0,"(min = 0.94, max = 1.06)",66.0,0,0
805,bus-805,true,PQ,0.00465860697364375,1.0,"(min = 0.94, max = 1.06)",115.0,0,0
7518,bus-7518,true,PQ,-0.02922254595764251,1.0,"(min = 0.94, max = 1.06)",66.0,0,0
6755,bus-6755,true,PQ,0.009940052528126632,1.0,"(min = 0.94, max = 1.06)",115.0,0,0
2786,bus-2786,true,PQ,-0.036703231160679764,1.0,"(min = 0.94, max = 1.06)",66.0,0,0
4159,bus-4159,true,PQ,-0.027689738990945293,1.0,"(min = 0.94, max = 1.06)",66.0,0,0
3824,bus-3824,true,PQ,-0.03209299682501307,1.0,"(min = 0.94, max = 1.06)",66.0,0,0
7801,bus-7801,true,PQ,0.004235039771901451,1.0,"(min = 0.94, max = 1.06)",66.0,0,0
8506,bus-8506,true,PQ,-0.032117523587925495,1.0,"(min = 0.94, max = 1.06)",115.0,0,0
7588,bus-7588,true,PQ,-0.03266799397628627,1.0,"(min = 0.94, max = 1.06)",230.0,0,0
2551,bus-2551,true,PQ,0.014937441243897965,1.0,"(min = 0.94, max = 1.06)",66.0,0,0
369,bus-369,true,PQ,-0.0007226158235712024,1.0,"(min = 0.94, max = 1.06)",66.0,0,0
3486,bus-3486,true,PQ,-0.03349254284186569,1.0,"(min = 0.94, max = 1.06)",115.0,0,0
6781,bus-6781,true,PQ,0.010796712467429716,1.0,"(min = 0.94, max = 1.06)",115.0,0,0
1655,bus-1655,true,PQ,-0.01545581336925178,1.0,"(min = 0.94, max = 1.06)",66.0,0,0
1386,bus-1386,true,PQ,-0.03609205333401271,1.0,"(min = 0.94, max = 1.06)",66.0,0,0
3032,bus-3032,true,PQ,-0.032301849031959096,1.0,"(min = 0.94, max = 1.06)",115.0,0,0
4351,bus-4351,true,PQ,-0.05177919307865613,1.0,"(min = 0.94, max = 1.06)",66.0,0,0
1847,bus-1847,true,PV,0.0014688974949853576,1.0,"(min = 0.94, max = 1.06)",66.0,0,0
8813,bus-8813,true,PQ,-0.0334712037482991,1.0,"(min = 0.94, max = 1.06)",66.0,0,0
5208,bus-5208,true,PQ,0.0033516635366860215,1.0,"(min = 0.94, max = 1.06)",66.0,0,0
7098,bus-7098,true,PQ,-0.03284538016574687,1.0,"(min = 0.94, max = 1.06)",230.0,0,0
8376,bus-8376,true,PQ,-0.04831078979155843,1.0,"(min = 0.94, max = 1.06)",66.0,0,0
5619,bus-5619,true,PQ,0.000272303379630914,1.0,"(min = 0.94, max = 1.06)",66.0,0,0
1968,bus-1968,true,PQ,-0.01006099360020713,1.0,"(min = 0.94, max = 1.06)",115.0,0,0
6250,bus-6250,true,PQ,-4.9146463560322974e-5,1.0,"(min = 0.94, max = 1.06)",66.0,0,0
4235,bus-4235,true,PQ,-0.016684542511228553,1.0,"(min = 0.94, max = 1.06)",66.0,0,0
3396,bus-3396,true,PQ,-0.0026105293840333952,1.0,"(min = 0.94, max = 1.06)",115.0,0,0
8260,bus-8260,true,PQ,-0.03238021134831391,1.0,"(min = 0.94, max = 1.06)",115.0,0,0
8130,bus-8130,true,PQ,-0.03411592819945288,1.0,"(min = 0.94, max = 1.06)",230.0,0,0
8830,bus-8830,true,PV,-0.03101819706622911,1.0,"(min = 0.94, max = 1.06)",115.0,0,0
8453,bus-8453,true,PQ,-0.0005485233165005469,1.0,"(min = 0.94, max = 1.06)",230.0,0,0
2013,bus-2013,true,PQ,0.0006373926894852949,1.0,"(min = 0.94, max = 1.06)",66.0,0,0
1737,bus-1737,true,PQ,-0.031428464108579635,1.0,"(min = 0.94, max = 1.06)",115.0,0,0
2197,bus-2197,true,PQ,-0.0030182746176010042,1.0,"(min = 0.94, max = 1.06)",115.0,0,0
4234,bus-4234,true,PQ,-0.016607729471290855,1.0,"(min = 0.94, max = 1.06)",66.0,0,0
493,bus-493,true,PQ,-4.980658932039513e-5,1.0,"(min = 0.94, max = 1.06)",66.0,0,0
4951,bus-4951,true,PQ,-0.003373760452213821,1.0,"(min = 0.94, max = 1.06)",66.0,0,0
1414,bus-1414,true,PQ,-0.01241799682361497,1.0,"(min = 0.94, max = 1.06)",66.0,0,0
3959,bus-3959,true,PQ,-0.03248709688250237,1.0,"(min = 0.94, max = 1.06)",66.0,0,0
3788,bus-3788,true,PQ,-0.03215006036490703,1.0,"(min = 0.94, max = 1.06)",115.0,0,0
4695,bus-4695,true,PQ,0.0032462629984383287,1.0,"(min = 0.94, max = 1.06)",66.0,0,0
5095,bus-5095,true,PQ,0.004270803557950162,1.0,"(min = 0.94, max = 1.06)",66.0,0,0
5578,bus-5578,true,PQ,-9.512135965888363e-5,1.0,"(min = 0.94, max = 1.06)",66.0,0,0
7898,bus-7898,true,PQ,0.009914118104812596,1.0,"(min = 0.94, max = 1.06)",500.0,0,0
6524,bus-6524,true,PQ,-0.0022828194172685168,1.0,"(min = 0.94, max = 1.06)",66.0,0,0
1269,bus-1269,true,PQ,-0.033402279299874445,1.0,"(min = 0.94, max = 1.06)",66.0,0,0
7755,bus-7755,true,PQ,-0.03125619295555786,1.0,"(min = 0.94, max = 1.06)",66.0,0,0
8414,bus-8414,true,PV,-0.030843800974843034,1.0,"(min = 0.94, max = 1.06)",230.0,0,0
3216,bus-3216,true,PQ,-0.030737529447485423,1.0,"(min = 0.94, max = 1.06)",230.0,0,0
6096,bus-6096,true,PQ,1.3333816024364635e-5,1.0,"(min = 0.94, max = 1.06)",66.0,0,0
158,bus-158,true,PV,-0.035018275290972865,1.0,"(min = 0.94, max = 1.06)",66.0,0,0
6097,bus-6097,true,PQ,0.00023168032118262892,1.0,"(min = 0.94, max = 1.06)",66.0,0,0
7060,bus-7060,true,PQ,-0.03284559222325099,1.0,"(min = 0.94, max = 1.06)",230.0,0,0
5888,bus-5888,true,PQ,0.0006541896020708066,1.0,"(min = 0.94, max = 1.06)",66.0,0,0
676,bus-676,true,PV,0.0018484804273553445,1.0,"(min = 0.94, max = 1.06)",66.0,0,0
4146,bus-4146,true,PQ,-0.027896205158270914,1.0,"(min = 0.94, max = 1.06)",66.0,0,0
4727,bus-4727,true,PQ,0.00013373256416295841,1.0,"(min = 0.94, max = 1.06)",230.0,0,0
7628,bus-7628,true,PQ,0.001664313120623953,1.0,"(min = 0.94, max = 1.06)",66.0,0,0
4739,bus-4739,true,PQ,-0.001123452420876875,1.0,"(min = 0.94, max = 1.06)",66.0,0,0
7407,bus-7407,true,PQ,-0.034964222094972755,1.0,"(min = 0.94, max = 1.06)",66.0,0,0
4795,bus-4795,true,PQ,0.0008042622020611201,1.0,"(min = 0.94, max = 1.06)",66.0,0,0
4119,bus-4119,true,PQ,-0.009590532857215662,1.0,"(min = 0.94, max = 1.06)",115.0,0,0
697,bus-697,true,PQ,0.0014657710186284194,1.0,"(min = 0.94, max = 1.06)",66.0,0,0
1177,bus-1177,true,PQ,-0.006293917930162045,1.0,"(min = 0.94, max = 1.06)",66.0,0,0
7621,bus-7621,true,PQ,-0.0010233817952788615,1.0,"(min = 0.94, max = 1.06)",66.0,0,0
308,bus-308,true,PV,-0.002222152069175167,1.0,"(min = 0.94, max = 1.06)",66.0,0,0
3291,bus-3291,true,PQ,-0.03081331443613382,1.0,"(min = 0.94, max = 1.06)",230.0,0,0
5223,bus-5223,true,PQ,0.0006526165752132277,1.0,"(min = 0.94, max = 1.06)",66.0,0,0
2837,bus-2837,true,PQ,-0.03082073976490351,1.0,"(min = 0.94, max = 1.06)",230.0,0,0
4017,bus-4017,true,PQ,-0.03029366411890231,1.0,"(min = 0.94, max = 1.06)",66.0,0,0
381,bus-381,true,PQ,8.770684442564554e-5,1.0,"(min = 0.94, max = 1.06)",66.0,0,0
6017,bus-6017,true,PQ,-0.0015243332657697446,1.0,"(min = 0.94, max = 1.06)",66.0,0,0
1022,bus-1022,true,PQ,0.0007283115031268925,1.0,"(min = 0.94, max = 1.06)",66.0,0,0
320,bus-320,true,PQ,-0.008540769602205463,1.0,"(min = 0.94, max = 1.06)",66.0,0,0
4335,bus-4335,true,PQ,-0.035161162429773914,1.0,"(min = 0.94, max = 1.06)",115.0,0,0
7363,bus-7363,true,PQ,-0.03492955462004039,1.0,"(min = 0.94, max = 1.06)",66.0,0,0
8617,bus-8617,true,PQ,-0.0019640364431084464,1.0,"(min = 0.94, max = 1.06)",230.0,0,0
16,bus-16,true,PV,-0.03250505073545179,1.0,"(min = 0.94, max = 1.06)",66.0,0,0
179,bus-179,true,PQ,-0.03290142338616011,1.0,"(min = 0.94, max = 1.06)",66.0,0,0
34,bus-34,true,PQ,-0.03126515242874005,1.0,"(min = 0.94, max = 1.06)",115.0,0,0
6135,bus-6135,true,PQ,-0.0011390106087150642,1.0,"(min = 0.94, max = 1.06)",66.0,0,0
6312,bus-6312,true,PQ,-0.001640318236329097,1.0,"(min = 0.94, max = 1.06)",66.0,0,0
7107,bus-7107,true,PQ,-0.03256479143588538,1.0,"(min = 0.94, max = 1.06)",230.0,0,0
8668,bus-8668,true,PQ,0.014919154940632631,1.0,"(min = 0.94, max = 1.06)",115.0,0,0
823,bus-823,true,PQ,-0.03426500986083511,1.0,"(min = 0.94, max = 1.06)",66.0,0,0
6367,bus-6367,true,PQ,-0.0002819500971500255,1.0,"(min = 0.94, max = 1.06)",66.0,0,0
7973,bus-7973,true,PQ,-0.026258295860282006,1.0,"(min = 0.94, max = 1.06)",115.0,0,0
5709,bus-5709,true,PQ,0.000671997669413132,1.0,"(min = 0.94, max = 1.06)",66.0,0,0
1461,bus-1461,true,PQ,0.002770726419103042,1.0,"(min = 0.94, max = 1.06)",66.0,0,0
156,bus-156,true,PQ,-0.03542804788154631,1.0,"(min = 0.94, max = 1.06)",66.0,0,0
8255,bus-8255,true,PQ,-0.034229650886453106,1.0,"(min = 0.94, max = 1.06)",66.0,0,0
8760,bus-8760,true,PQ,0.010733027846485395,1.0,"(min = 0.94, max = 1.06)",115.0,0,0
4650,bus-4650,true,PQ,-0.039826111266694296,1.0,"(min = 0.94, max = 1.06)",66.0,0,0
246,bus-246,true,PQ,0.008406262871247376,1.0,"(min = 0.94, max = 1.06)",66.0,0,0
6903,bus-6903,true,PQ,0.006616732859240318,1.0,"(min = 0.94, max = 1.06)",66.0,0,0
6082,bus-6082,true,PQ,1.0905787639337849e-5,1.0,"(min = 0.94, max = 1.06)",66.0,0,0
8301,bus-8301,true,PQ,-0.010909211783344046,1.0,"(min = 0.94, max = 1.06)",66.0,0,0
4306,bus-4306,true,PQ,-0.03210620373146291,1.0,"(min = 0.94, max = 1.06)",230.0,0,0
7649,bus-7649,true,PV,-0.035174967809624265,1.0,"(min = 0.94, max = 1.06)",115.0,0,0
8297,bus-8297,true,PQ,0.0026580498824564647,1.0,"(min = 0.94, max = 1.06)",66.0,0,0
530,bus-530,true,PQ,-0.00042724352488145596,1.0,"(min = 0.94, max = 1.06)",66.0,0,0
87,bus-87,true,PQ,-0.03148087669508288,1.0,"(min = 0.94, max = 1.06)",115.0,0,0
4540,bus-4540,true,PQ,-0.030770968559690234,1.0,"(min = 0.94, max = 1.06)",66.0,0,0
2799,bus-2799,true,PQ,-0.0387906042798934,1.0,"(min = 0.94, max = 1.06)",66.0,0,0
3820,bus-3820,true,PQ,-0.03223219276697908,1.0,"(min = 0.94, max = 1.06)",66.0,0,0
5078,bus-5078,true,PQ,0.0027002984567942537,1.0,"(min = 0.94, max = 1.06)",66.0,0,0
706,bus-706,true,PV,-0.0006150748850873633,1.0,"(min = 0.94, max = 1.06)",66.0,0,0
1993,bus-1993,true,PV,0.0007998416722742417,1.0,"(min = 0.94, max = 1.06)",66.0,0,0
2406,bus-2406,true,PV,0.009188340790089001,1.0,"(min = 0.94, max = 1.06)",115.0,0,0
3079,bus-3079,true,PQ,-0.03292575013434026,1.0,"(min = 0.94, max = 1.06)",115.0,0,0
4368,bus-4368,true,PQ,-0.03719257296278576,1.0,"(min = 0.94, max = 1.06)",66.0,0,0
4922,bus-4922,true,PQ,-0.00859732430880929,1.0,"(min = 0.94, max = 1.06)",66.0,0,0
8064,bus-8064,true,PV,-0.03725707544501757,1.0,"(min = 0.94, max = 1.06)",230.0,0,0
2449,bus-2449,true,PQ,0.0005305518479429912,1.0,"(min = 0.94, max = 1.06)",66.0,0,0
7735,bus-7735,true,PQ,-0.0291869902846538,1.0,"(min = 0.94, max = 1.06)",66.0,0,0
2622,bus-2622,true,PQ,0.012333433945839764,1.0,"(min = 0.94, max = 1.06)",230.0,0,0
3956,bus-3956,true,PQ,-0.03374506807361852,1.0,"(min = 0.94, max = 1.06)",115.0,0,0
7186,bus-7186,true,PQ,-0.03472389723829014,1.0,"(min = 0.94, max = 1.06)",66.0,0,0
8003,bus-8003,true,PV,0.012325709397823117,1.0,"(min = 0.94, max = 1.06)",230.0,0,0
5595,bus-5595,true,PQ,0.0008472349571387924,1.0,"(min = 0.94, max = 1.06)",66.0,0,0
4461,bus-4461,true,PQ,-0.035314286622769614,1.0,"(min = 0.94, max = 1.06)",66.0,0,0
4332,bus-4332,true,PQ,-0.03184165265756507,1.0,"(min = 0.94, max = 1.06)",230.0,0,0
7544,bus-7544,true,PQ,-0.03093552431022064,1.0,"(min = 0.94, max = 1.06)",66.0,0,0
7907,bus-7907,true,PQ,-0.030479547792892088,1.0,"(min = 0.94, max = 1.06)",230.0,0,0
3808,bus-3808,true,PQ,-0.030473105433557128,1.0,"(min = 0.94, max = 1.06)",66.0,0,0
250,bus-250,true,PQ,-0.007122768718188355,1.0,"(min = 0.94, max = 1.06)",66.0,0,0
3918,bus-3918,true,PQ,-0.033104745517371185,1.0,"(min = 0.94, max = 1.06)",66.0,0,0
2853,bus-2853,true,PQ,-0.03461466092013217,1.0,"(min = 0.94, max = 1.06)",115.0,0,0
1107,bus-1107,true,PQ,0.00680701952769398,1.0,"(min = 0.94, max = 1.06)",66.0,0,0
3499,bus-3499,true,PQ,-0.05346043645851111,1.0,"(min = 0.94, max = 1.06)",66.0,0,0
7545,bus-7545,true,PQ,-0.028867532374218692,1.0,"(min = 0.94, max = 1.06)",66.0,0,0
8067,bus-8067,true,PQ,-0.03358503900903608,1.0,"(min = 0.94, max = 1.06)",66.0,0,0
182,bus-182,true,PV,0.012190314765514665,1.0,"(min = 0.94, max = 1.06)",115.0,0,0
6055,bus-6055,true,PQ,-0.0004511058671275864,1.0,"(min = 0.94, max = 1.06)",66.0,0,0
6743,bus-6743,true,PQ,0.003378649992113283,1.0,"(min = 0.94, max = 1.06)",66.0,0,0
2635,bus-2635,true,PQ,0.000266028170478416,1.0,"(min = 0.94, max = 1.06)",230.0,0,0
