name,available,active_power,reactive_power,rating,prime_mover_type,reactive_power_limits,power_factor,operation_cost,base_power,services,dynamic_injector,bus_name,bus_number,area
gen-1255,true,0.0045411791600000005,0.0,0.10220465334633308,PVe,"(min = -0.07, max = 0.102)",0.95,"RenewableGenerationCost(CostCurve{LinearCurve}(LinearCurve(0.0, 0.0), UnitSystem.NATURAL_UNITS = 2, LinearCurve(0.0, 0.0)), CostCurve{LinearCurve}(LinearCurve(0.0, 0.0), UnitSystem.NATURAL_UNITS = 2, LinearCurve(0.0, 0.0)), 0.0)",100.0,Service[],,bus-1846,1846,"Area(0, 0.0, 0.0, 0.0, Dict{String, Any}(""I"" => """", ""ARNAME"" => """", ""PTOL"" => """", ""PDES"" => """", ""ISW"" => """"))"
gen-1388,true,0.36601903999999996,0.0,0.5309373377476353,PVe,"(min = -0.07, max = 0.102)",0.95,"RenewableGenerationCost(CostCurve{LinearCurve}(LinearCurve(0.0, 0.0), UnitSystem.NATURAL_UNITS = 2, LinearCurve(0.0, 0.0)), CostCurve{LinearCurve}(LinearCurve(0.0, 0.0), UnitSystem.NATURAL_UNITS = 2, LinearCurve(0.0, 0.0)), 0.0)",100.0,Service[],,bus-2235,2235,"Area(0, 0.0, 0.0, 0.0, Dict{String, Any}(""I"" => """", ""ARNAME"" => """", ""PTOL"" => """", ""PDES"" => """", ""ISW"" => """"))"
gen-1344,true,0.0136235375,0.0,0.10382735906685212,PVe,"(min = -0.07, max = 0.102)",0.95,"RenewableGenerationCost(CostCurve{LinearCurve}(LinearCurve(0.0, 0.0), UnitSystem.NATURAL_UNITS = 2, LinearCurve(0.0, 0.0)), CostCurve{LinearCurve}(LinearCurve(0.0, 0.0), UnitSystem.NATURAL_UNITS = 2, LinearCurve(0.0, 0.0)), 0.0)",100.0,Service[],,bus-491,491,"Area(0, 0.0, 0.0, 0.0, Dict{String, Any}(""I"" => """", ""ARNAME"" => """", ""PTOL"" => """", ""PDES"" => """", ""ISW"" => """"))"
gen-1412,true,0.009082358320000001,0.0,0.10281616926620278,PVe,"(min = -0.07, max = 0.102)",0.95,"RenewableGenerationCost(CostCurve{LinearCurve}(LinearCurve(0.0, 0.0), UnitSystem.NATURAL_UNITS = 2, LinearCurve(0.0, 0.0)), CostCurve{LinearCurve}(LinearCurve(0.0, 0.0), UnitSystem.NATURAL_UNITS = 2, LinearCurve(0.0, 0.0)), 0.0)",100.0,Service[],,bus-309,309,"Area(0, 0.0, 0.0, 0.0, Dict{String, Any}(""I"" => """", ""ARNAME"" => """", ""PTOL"" => """", ""PDES"" => """", ""ISW"" => """"))"
gen-1833,true,0.0136235375,0.0,0.10382735906685212,PVe,"(min = -0.07, max = 0.102)",0.95,"RenewableGenerationCost(CostCurve{LinearCurve}(LinearCurve(0.0, 0.0), UnitSystem.NATURAL_UNITS = 2, LinearCurve(0.0, 0.0)), CostCurve{LinearCurve}(LinearCurve(0.0, 0.0), UnitSystem.NATURAL_UNITS = 2, LinearCurve(0.0, 0.0)), 0.0)",100.0,Service[],,bus-155,155,"Area(0, 0.0, 0.0, 0.0, Dict{String, Any}(""I"" => """", ""ARNAME"" => """", ""PTOL"" => """", ""PDES"" => """", ""ISW"" => """"))"
gen-1455,true,0.18164716599999997,0.0,0.27797457623060623,PVe,"(min = -0.07, max = 0.102)",0.95,"RenewableGenerationCost(CostCurve{LinearCurve}(LinearCurve(0.0, 0.0), UnitSystem.NATURAL_UNITS = 2, LinearCurve(0.0, 0.0)), CostCurve{LinearCurve}(LinearCurve(0.0, 0.0), UnitSystem.NATURAL_UNITS = 2, LinearCurve(0.0, 0.0)), 0.0)",100.0,Service[],,bus-1508,1508,"Area(0, 0.0, 0.0, 0.0, Dict{String, Any}(""I"" => """", ""ARNAME"" => """", ""PTOL"" => """", ""PDES"" => """", ""ISW"" => """"))"
gen-1788,true,0.127153016,0.0,0.20776976201987127,PVe,"(min = -0.07, max = 0.102)",0.95,"RenewableGenerationCost(CostCurve{LinearCurve}(LinearCurve(0.0, 0.0), UnitSystem.NATURAL_UNITS = 2, LinearCurve(0.0, 0.0)), CostCurve{LinearCurve}(LinearCurve(0.0, 0.0), UnitSystem.NATURAL_UNITS = 2, LinearCurve(0.0, 0.0)), 0.0)",100.0,Service[],,bus-8865,8865,"Area(0, 0.0, 0.0, 0.0, Dict{String, Any}(""I"" => """", ""ARNAME"" => """", ""PTOL"" => """", ""PDES"" => """", ""ISW"" => """"))"
gen-206,true,0.18243231099999999,0.0,0.3,BA,"(min = 0.0, max = 0.0)",0.95,"RenewableGenerationCost(CostCurve{LinearCurve}(LinearCurve(16.3717118, 401.19412), UnitSystem.NATURAL_UNITS = 2, LinearCurve(0.0, 0.0)), CostCurve{LinearCurve}(LinearCurve(0.0, 0.0), UnitSystem.NATURAL_UNITS = 2, LinearCurve(0.0, 0.0)), 0.0)",100.0,Service[],,bus-7751,7751,"Area(0, 0.0, 0.0, 0.0, Dict{String, Any}(""I"" => """", ""ARNAME"" => """", ""PTOL"" => """", ""PDES"" => """", ""ISW"" => """"))"
gen-1832,true,0.6811768739999999,0.0,0.9750411411794904,PVe,"(min = -0.07, max = 0.102)",0.95,"RenewableGenerationCost(CostCurve{LinearCurve}(LinearCurve(0.0, 0.0), UnitSystem.NATURAL_UNITS = 2, LinearCurve(0.0, 0.0)), CostCurve{LinearCurve}(LinearCurve(0.0, 0.0), UnitSystem.NATURAL_UNITS = 2, LinearCurve(0.0, 0.0)), 0.0)",100.0,Service[],,bus-2314,2314,"Area(0, 0.0, 0.0, 0.0, Dict{String, Any}(""I"" => """", ""ARNAME"" => """", ""PTOL"" => """", ""PDES"" => """", ""ISW"" => """"))"
gen-793,true,0.0239000375,0.0,0.2450929438413742,WT,"(min = -0.225631579, max = 0.23884210499999997)",0.95,"RenewableGenerationCost(CostCurve{LinearCurve}(LinearCurve(0.0, 0.0), UnitSystem.NATURAL_UNITS = 2, LinearCurve(0.0, 0.0)), CostCurve{LinearCurve}(LinearCurve(0.0, 0.0), UnitSystem.NATURAL_UNITS = 2, LinearCurve(0.0, 0.0)), 0.0)",100.0,Service[],,bus-2407,2407,"Area(0, 0.0, 0.0, 0.0, Dict{String, Any}(""I"" => """", ""ARNAME"" => """", ""PTOL"" => """", ""PDES"" => """", ""ISW"" => """"))"
gen-1702,true,0.0136235375,0.0,0.10382735906685212,PVe,"(min = -0.07, max = 0.102)",0.95,"RenewableGenerationCost(CostCurve{LinearCurve}(LinearCurve(0.0, 0.0), UnitSystem.NATURAL_UNITS = 2, LinearCurve(0.0, 0.0)), CostCurve{LinearCurve}(LinearCurve(0.0, 0.0), UnitSystem.NATURAL_UNITS = 2, LinearCurve(0.0, 0.0)), 0.0)",100.0,Service[],,bus-2020,2020,"Area(0, 0.0, 0.0, 0.0, Dict{String, Any}(""I"" => """", ""ARNAME"" => """", ""PTOL"" => """", ""PDES"" => """", ""ISW"" => """"))"
gen-1203,true,0.0045411791600000005,0.0,0.10220465334633308,PVe,"(min = -0.07, max = 0.102)",0.95,"RenewableGenerationCost(CostCurve{LinearCurve}(LinearCurve(0.0, 0.0), UnitSystem.NATURAL_UNITS = 2, LinearCurve(0.0, 0.0)), CostCurve{LinearCurve}(LinearCurve(0.0, 0.0), UnitSystem.NATURAL_UNITS = 2, LinearCurve(0.0, 0.0)), 0.0)",100.0,Service[],,bus-1435,1435,"Area(0, 0.0, 0.0, 0.0, Dict{String, Any}(""I"" => """", ""ARNAME"" => """", ""PTOL"" => """", ""PDES"" => """", ""ISW"" => """"))"
gen-623,true,0.09429651160000001,0.0,0.23342022191746797,WT,"(min = -0.086, max = 0.086)",0.95,"RenewableGenerationCost(CostCurve{LinearCurve}(LinearCurve(0.0, 0.0), UnitSystem.NATURAL_UNITS = 2, LinearCurve(0.0, 0.0)), CostCurve{LinearCurve}(LinearCurve(0.0, 0.0), UnitSystem.NATURAL_UNITS = 2, LinearCurve(0.0, 0.0)), 0.0)",100.0,Service[],,bus-1858,1858,"Area(0, 0.0, 0.0, 0.0, Dict{String, Any}(""I"" => """", ""ARNAME"" => """", ""PTOL"" => """", ""PDES"" => """", ""ISW"" => """"))"
gen-1528,true,0.0454117916,0.0,0.12076057537297331,PVe,"(min = -0.07, max = 0.102)",0.95,"RenewableGenerationCost(CostCurve{LinearCurve}(LinearCurve(0.0, 0.0), UnitSystem.NATURAL_UNITS = 2, LinearCurve(0.0, 0.0)), CostCurve{LinearCurve}(LinearCurve(0.0, 0.0), UnitSystem.NATURAL_UNITS = 2, LinearCurve(0.0, 0.0)), 0.0)",100.0,Service[],,bus-1508,1508,"Area(0, 0.0, 0.0, 0.0, Dict{String, Any}(""I"" => """", ""ARNAME"" => """", ""PTOL"" => """", ""PDES"" => """", ""ISW"" => """"))"
gen-1014,true,0.0454117916,0.0,0.12076057537297331,PVe,"(min = -0.07, max = 0.102)",0.95,"RenewableGenerationCost(CostCurve{LinearCurve}(LinearCurve(0.0, 0.0), UnitSystem.NATURAL_UNITS = 2, LinearCurve(0.0, 0.0)), CostCurve{LinearCurve}(LinearCurve(0.0, 0.0), UnitSystem.NATURAL_UNITS = 2, LinearCurve(0.0, 0.0)), 0.0)",100.0,Service[],,bus-138,138,"Area(0, 0.0, 0.0, 0.0, Dict{String, Any}(""I"" => """", ""ARNAME"" => """", ""PTOL"" => """", ""PDES"" => """", ""ISW"" => """"))"
gen-2078,true,0.01089883,0.0,0.10317323836504652,PVe,"(min = -0.07, max = 0.102)",0.95,"RenewableGenerationCost(CostCurve{LinearCurve}(LinearCurve(0.0, 0.0), UnitSystem.NATURAL_UNITS = 2, LinearCurve(0.0, 0.0)), CostCurve{LinearCurve}(LinearCurve(0.0, 0.0), UnitSystem.NATURAL_UNITS = 2, LinearCurve(0.0, 0.0)), 0.0)",100.0,Service[],,bus-562,562,"Area(0, 0.0, 0.0, 0.0, Dict{String, Any}(""I"" => """", ""ARNAME"" => """", ""PTOL"" => """", ""PDES"" => """", ""ISW"" => """"))"
gen-1760,true,0.18164716599999997,0.0,0.27797457623060623,PVe,"(min = -0.07, max = 0.102)",0.95,"RenewableGenerationCost(CostCurve{LinearCurve}(LinearCurve(0.0, 0.0), UnitSystem.NATURAL_UNITS = 2, LinearCurve(0.0, 0.0)), CostCurve{LinearCurve}(LinearCurve(0.0, 0.0), UnitSystem.NATURAL_UNITS = 2, LinearCurve(0.0, 0.0)), 0.0)",100.0,Service[],,bus-8340,8340,"Area(0, 0.0, 0.0, 0.0, Dict{String, Any}(""I"" => """", ""ARNAME"" => """", ""PTOL"" => """", ""PDES"" => """", ""ISW"" => """"))"
gen-1333,true,0.0454117916,0.0,0.12076057537297331,PVe,"(min = -0.07, max = 0.102)",0.95,"RenewableGenerationCost(CostCurve{LinearCurve}(LinearCurve(0.0, 0.0), UnitSystem.NATURAL_UNITS = 2, LinearCurve(0.0, 0.0)), CostCurve{LinearCurve}(LinearCurve(0.0, 0.0), UnitSystem.NATURAL_UNITS = 2, LinearCurve(0.0, 0.0)), 0.0)",100.0,Service[],,bus-974,974,"Area(0, 0.0, 0.0, 0.0, Dict{String, Any}(""I"" => """", ""ARNAME"" => """", ""PTOL"" => """", ""PDES"" => """", ""ISW"" => """"))"
gen-1988,true,0.009990594149999999,0.0,0.10298674303316785,PVe,"(min = -0.07, max = 0.102)",0.95,"RenewableGenerationCost(CostCurve{LinearCurve}(LinearCurve(0.0, 0.0), UnitSystem.NATURAL_UNITS = 2, LinearCurve(0.0, 0.0)), CostCurve{LinearCurve}(LinearCurve(0.0, 0.0), UnitSystem.NATURAL_UNITS = 2, LinearCurve(0.0, 0.0)), 0.0)",100.0,Service[],,bus-7939,7939,"Area(0, 0.0, 0.0, 0.0, Dict{String, Any}(""I"" => """", ""ARNAME"" => """", ""PTOL"" => """", ""PDES"" => """", ""ISW"" => """"))"
gen-1847,true,0.14350126100000002,0.0,0.22833087044522302,PVe,"(min = -0.07, max = 0.102)",0.95,"RenewableGenerationCost(CostCurve{LinearCurve}(LinearCurve(0.0, 0.0), UnitSystem.NATURAL_UNITS = 2, LinearCurve(0.0, 0.0)), CostCurve{LinearCurve}(LinearCurve(0.0, 0.0), UnitSystem.NATURAL_UNITS = 2, LinearCurve(0.0, 0.0)), 0.0)",100.0,Service[],,bus-317,317,"Area(0, 0.0, 0.0, 0.0, Dict{String, Any}(""I"" => """", ""ARNAME"" => """", ""PTOL"" => """", ""PDES"" => """", ""ISW"" => """"))"
gen-1815,true,0.18164716599999997,0.0,0.27797457623060623,PVe,"(min = -0.07, max = 0.102)",0.95,"RenewableGenerationCost(CostCurve{LinearCurve}(LinearCurve(0.0, 0.0), UnitSystem.NATURAL_UNITS = 2, LinearCurve(0.0, 0.0)), CostCurve{LinearCurve}(LinearCurve(0.0, 0.0), UnitSystem.NATURAL_UNITS = 2, LinearCurve(0.0, 0.0)), 0.0)",100.0,Service[],,bus-2264,2264,"Area(0, 0.0, 0.0, 0.0, Dict{String, Any}(""I"" => """", ""ARNAME"" => """", ""PTOL"" => """", ""PDES"" => """", ""ISW"" => """"))"
gen-1089,true,0.0045411791600000005,0.0,0.10220465334633308,PVe,"(min = -0.07, max = 0.102)",0.95,"RenewableGenerationCost(CostCurve{LinearCurve}(LinearCurve(0.0, 0.0), UnitSystem.NATURAL_UNITS = 2, LinearCurve(0.0, 0.0)), CostCurve{LinearCurve}(LinearCurve(0.0, 0.0), UnitSystem.NATURAL_UNITS = 2, LinearCurve(0.0, 0.0)), 0.0)",100.0,Service[],,bus-8315,8315,"Area(0, 0.0, 0.0, 0.0, Dict{String, Any}(""I"" => """", ""ARNAME"" => """", ""PTOL"" => """", ""PDES"" => """", ""ISW"" => """"))"
gen-639,true,0.129929295,0.0,0.3214420632089086,WT,"(min = -0.11800000000000001, max = 0.11800000000000001)",0.95,"RenewableGenerationCost(CostCurve{LinearCurve}(LinearCurve(0.0, 0.0), UnitSystem.NATURAL_UNITS = 2, LinearCurve(0.0, 0.0)), CostCurve{LinearCurve}(LinearCurve(0.0, 0.0), UnitSystem.NATURAL_UNITS = 2, LinearCurve(0.0, 0.0)), 0.0)",100.0,Service[],,bus-1848,1848,"Area(0, 0.0, 0.0, 0.0, Dict{String, Any}(""I"" => """", ""ARNAME"" => """", ""PTOL"" => """", ""PDES"" => """", ""ISW"" => """"))"
gen-1984,true,0.0263388391,0.0,0.10867315590921076,PVe,"(min = -0.07, max = 0.102)",0.95,"RenewableGenerationCost(CostCurve{LinearCurve}(LinearCurve(0.0, 0.0), UnitSystem.NATURAL_UNITS = 2, LinearCurve(0.0, 0.0)), CostCurve{LinearCurve}(LinearCurve(0.0, 0.0), UnitSystem.NATURAL_UNITS = 2, LinearCurve(0.0, 0.0)), 0.0)",100.0,Service[],,bus-1703,1703,"Area(0, 0.0, 0.0, 0.0, Dict{String, Any}(""I"" => """", ""ARNAME"" => """", ""PTOL"" => """", ""PDES"" => """", ""ISW"" => """"))"
gen-1853,true,0.027247075,0.0,0.10912599123576455,PVe,"(min = -0.07, max = 0.102)",0.95,"RenewableGenerationCost(CostCurve{LinearCurve}(LinearCurve(0.0, 0.0), UnitSystem.NATURAL_UNITS = 2, LinearCurve(0.0, 0.0)), CostCurve{LinearCurve}(LinearCurve(0.0, 0.0), UnitSystem.NATURAL_UNITS = 2, LinearCurve(0.0, 0.0)), 0.0)",100.0,Service[],,bus-478,478,"Area(0, 0.0, 0.0, 0.0, Dict{String, Any}(""I"" => """", ""ARNAME"" => """", ""PTOL"" => """", ""PDES"" => """", ""ISW"" => """"))"
gen-1784,true,0.18164716599999997,0.0,0.27797457623060623,PVe,"(min = -0.07, max = 0.102)",0.95,"RenewableGenerationCost(CostCurve{LinearCurve}(LinearCurve(0.0, 0.0), UnitSystem.NATURAL_UNITS = 2, LinearCurve(0.0, 0.0)), CostCurve{LinearCurve}(LinearCurve(0.0, 0.0), UnitSystem.NATURAL_UNITS = 2, LinearCurve(0.0, 0.0)), 0.0)",100.0,Service[],,bus-610,610,"Area(0, 0.0, 0.0, 0.0, Dict{String, Any}(""I"" => """", ""ARNAME"" => """", ""PTOL"" => """", ""PDES"" => """", ""ISW"" => """"))"
gen-2006,true,0.009082358320000001,0.0,0.10281616926620278,PVe,"(min = -0.07, max = 0.102)",0.95,"RenewableGenerationCost(CostCurve{LinearCurve}(LinearCurve(0.0, 0.0), UnitSystem.NATURAL_UNITS = 2, LinearCurve(0.0, 0.0)), CostCurve{LinearCurve}(LinearCurve(0.0, 0.0), UnitSystem.NATURAL_UNITS = 2, LinearCurve(0.0, 0.0)), 0.0)",100.0,Service[],,bus-1110,1110,"Area(0, 0.0, 0.0, 0.0, Dict{String, Any}(""I"" => """", ""ARNAME"" => """", ""PTOL"" => """", ""PDES"" => """", ""ISW"" => """"))"
gen-2010,true,0.00544941499,0.0,0.10229457110974914,PVe,"(min = -0.07, max = 0.102)",0.95,"RenewableGenerationCost(CostCurve{LinearCurve}(LinearCurve(0.0, 0.0), UnitSystem.NATURAL_UNITS = 2, LinearCurve(0.0, 0.0)), CostCurve{LinearCurve}(LinearCurve(0.0, 0.0), UnitSystem.NATURAL_UNITS = 2, LinearCurve(0.0, 0.0)), 0.0)",100.0,Service[],,bus-8573,8573,"Area(0, 0.0, 0.0, 0.0, Dict{String, Any}(""I"" => """", ""ARNAME"" => """", ""PTOL"" => """", ""PDES"" => """", ""ISW"" => """"))"
gen-614,true,0.0664855589,0.0,0.28364511474874904,WT,"(min = -0.225631579, max = 0.23884210499999997)",0.95,"RenewableGenerationCost(CostCurve{LinearCurve}(LinearCurve(0.0, 0.0), UnitSystem.NATURAL_UNITS = 2, LinearCurve(0.0, 0.0)), CostCurve{LinearCurve}(LinearCurve(0.0, 0.0), UnitSystem.NATURAL_UNITS = 2, LinearCurve(0.0, 0.0)), 0.0)",100.0,Service[],,bus-1932,1932,"Area(0, 0.0, 0.0, 0.0, Dict{String, Any}(""I"" => """", ""ARNAME"" => """", ""PTOL"" => """", ""PDES"" => """", ""ISW"" => """"))"
gen-1396,true,0.454117916,0.0,0.6544582923618256,PVe,"(min = -0.07, max = 0.102)",0.95,"RenewableGenerationCost(CostCurve{LinearCurve}(LinearCurve(0.0, 0.0), UnitSystem.NATURAL_UNITS = 2, LinearCurve(0.0, 0.0)), CostCurve{LinearCurve}(LinearCurve(0.0, 0.0), UnitSystem.NATURAL_UNITS = 2, LinearCurve(0.0, 0.0)), 0.0)",100.0,Service[],,bus-1412,1412,"Area(0, 0.0, 0.0, 0.0, Dict{String, Any}(""I"" => """", ""ARNAME"" => """", ""PTOL"" => """", ""PDES"" => """", ""ISW"" => """"))"
gen-1905,true,0.18164716599999997,0.0,0.27797457623060623,PVe,"(min = -0.07, max = 0.102)",0.95,"RenewableGenerationCost(CostCurve{LinearCurve}(LinearCurve(0.0, 0.0), UnitSystem.NATURAL_UNITS = 2, LinearCurve(0.0, 0.0)), CostCurve{LinearCurve}(LinearCurve(0.0, 0.0), UnitSystem.NATURAL_UNITS = 2, LinearCurve(0.0, 0.0)), 0.0)",100.0,Service[],,bus-8185,8185,"Area(0, 0.0, 0.0, 0.0, Dict{String, Any}(""I"" => """", ""ARNAME"" => """", ""PTOL"" => """", ""PDES"" => """", ""ISW"" => """"))"
gen-1103,true,0.0045411791600000005,0.0,0.10220465334633308,PVe,"(min = -0.07, max = 0.102)",0.95,"RenewableGenerationCost(CostCurve{LinearCurve}(LinearCurve(0.0, 0.0), UnitSystem.NATURAL_UNITS = 2, LinearCurve(0.0, 0.0)), CostCurve{LinearCurve}(LinearCurve(0.0, 0.0), UnitSystem.NATURAL_UNITS = 2, LinearCurve(0.0, 0.0)), 0.0)",100.0,Service[],,bus-7808,7808,"Area(0, 0.0, 0.0, 0.0, Dict{String, Any}(""I"" => """", ""ARNAME"" => """", ""PTOL"" => """", ""PDES"" => """", ""ISW"" => """"))"
gen-789,true,0.0395436984,0.0,0.2555905927862585,WT,"(min = -0.225631579, max = 0.23884210499999997)",0.95,"RenewableGenerationCost(CostCurve{LinearCurve}(LinearCurve(0.0, 0.0), UnitSystem.NATURAL_UNITS = 2, LinearCurve(0.0, 0.0)), CostCurve{LinearCurve}(LinearCurve(0.0, 0.0), UnitSystem.NATURAL_UNITS = 2, LinearCurve(0.0, 0.0)), 0.0)",100.0,Service[],,bus-1848,1848,"Area(0, 0.0, 0.0, 0.0, Dict{String, Any}(""I"" => """", ""ARNAME"" => """", ""PTOL"" => """", ""PDES"" => """", ""ISW"" => """"))"
gen-751,true,0.0612710052,0.0,0.2773563612409692,WT,"(min = -0.225631579, max = 0.23884210499999997)",0.95,"RenewableGenerationCost(CostCurve{LinearCurve}(LinearCurve(0.0, 0.0), UnitSystem.NATURAL_UNITS = 2, LinearCurve(0.0, 0.0)), CostCurve{LinearCurve}(LinearCurve(0.0, 0.0), UnitSystem.NATURAL_UNITS = 2, LinearCurve(0.0, 0.0)), 0.0)",100.0,Service[],,bus-1931,1931,"Area(0, 0.0, 0.0, 0.0, Dict{String, Any}(""I"" => """", ""ARNAME"" => """", ""PTOL"" => """", ""PDES"" => """", ""ISW"" => """"))"
gen-1567,true,0.0136235375,0.0,0.10382735906685212,PVe,"(min = -0.07, max = 0.102)",0.95,"RenewableGenerationCost(CostCurve{LinearCurve}(LinearCurve(0.0, 0.0), UnitSystem.NATURAL_UNITS = 2, LinearCurve(0.0, 0.0)), CostCurve{LinearCurve}(LinearCurve(0.0, 0.0), UnitSystem.NATURAL_UNITS = 2, LinearCurve(0.0, 0.0)), 0.0)",100.0,Service[],,bus-562,562,"Area(0, 0.0, 0.0, 0.0, Dict{String, Any}(""I"" => """", ""ARNAME"" => """", ""PTOL"" => """", ""PDES"" => """", ""ISW"" => """"))"
gen-568,true,0.0,0.0,0.10200819401707768,PVe,"(min = -0.07, max = 0.102)",0.95,"RenewableGenerationCost(CostCurve{LinearCurve}(LinearCurve(0.0, 0.0), UnitSystem.NATURAL_UNITS = 2, LinearCurve(0.0, 0.0)), CostCurve{LinearCurve}(LinearCurve(0.0, 0.0), UnitSystem.NATURAL_UNITS = 2, LinearCurve(0.0, 0.0)), 0.0)",100.0,Service[],,bus-1118,1118,"Area(0, 0.0, 0.0, 0.0, Dict{String, Any}(""I"" => """", ""ARNAME"" => """", ""PTOL"" => """", ""PDES"" => """", ""ISW"" => """"))"
gen-1747,true,0.0136235375,0.0,0.10382735906685212,PVe,"(min = -0.07, max = 0.102)",0.95,"RenewableGenerationCost(CostCurve{LinearCurve}(LinearCurve(0.0, 0.0), UnitSystem.NATURAL_UNITS = 2, LinearCurve(0.0, 0.0)), CostCurve{LinearCurve}(LinearCurve(0.0, 0.0), UnitSystem.NATURAL_UNITS = 2, LinearCurve(0.0, 0.0)), 0.0)",100.0,Service[],,bus-2276,2276,"Area(0, 0.0, 0.0, 0.0, Dict{String, Any}(""I"" => """", ""ARNAME"" => """", ""PTOL"" => """", ""PDES"" => """", ""ISW"" => """"))"
gen-1343,true,0.6518192039999999,0.0,1.518896162060077,WT,"(min = -0.225631579, max = 0.23884210499999997)",0.95,"RenewableGenerationCost(CostCurve{LinearCurve}(LinearCurve(0.0, 0.0), UnitSystem.NATURAL_UNITS = 2, LinearCurve(0.0, 0.0)), CostCurve{LinearCurve}(LinearCurve(0.0, 0.0), UnitSystem.NATURAL_UNITS = 2, LinearCurve(0.0, 0.0)), 0.0)",100.0,Service[],,bus-8680,8680,"Area(0, 0.0, 0.0, 0.0, Dict{String, Any}(""I"" => """", ""ARNAME"" => """", ""PTOL"" => """", ""PDES"" => """", ""ISW"" => """"))"
gen-1929,true,0.009990594149999999,0.0,0.10298674303316785,PVe,"(min = -0.07, max = 0.102)",0.95,"RenewableGenerationCost(CostCurve{LinearCurve}(LinearCurve(0.0, 0.0), UnitSystem.NATURAL_UNITS = 2, LinearCurve(0.0, 0.0)), CostCurve{LinearCurve}(LinearCurve(0.0, 0.0), UnitSystem.NATURAL_UNITS = 2, LinearCurve(0.0, 0.0)), 0.0)",100.0,Service[],,bus-838,838,"Area(0, 0.0, 0.0, 0.0, Dict{String, Any}(""I"" => """", ""ARNAME"" => """", ""PTOL"" => """", ""PDES"" => """", ""ISW"" => """"))"
gen-1084,true,0.0045411791600000005,0.0,0.10220465334633308,PVe,"(min = -0.07, max = 0.102)",0.95,"RenewableGenerationCost(CostCurve{LinearCurve}(LinearCurve(0.0, 0.0), UnitSystem.NATURAL_UNITS = 2, LinearCurve(0.0, 0.0)), CostCurve{LinearCurve}(LinearCurve(0.0, 0.0), UnitSystem.NATURAL_UNITS = 2, LinearCurve(0.0, 0.0)), 0.0)",100.0,Service[],,bus-1846,1846,"Area(0, 0.0, 0.0, 0.0, Dict{String, Any}(""I"" => """", ""ARNAME"" => """", ""PTOL"" => """", ""PDES"" => """", ""ISW"" => """"))"
gen-640,true,0.334165979,0.0,0.8269080964653811,WT,"(min = -0.304, max = 0.304)",0.95,"RenewableGenerationCost(CostCurve{LinearCurve}(LinearCurve(0.0, 0.0), UnitSystem.NATURAL_UNITS = 2, LinearCurve(0.0, 0.0)), CostCurve{LinearCurve}(LinearCurve(0.0, 0.0), UnitSystem.NATURAL_UNITS = 2, LinearCurve(0.0, 0.0)), 0.0)",100.0,Service[],,bus-2399,2399,"Area(0, 0.0, 0.0, 0.0, Dict{String, Any}(""I"" => """", ""ARNAME"" => """", ""PTOL"" => """", ""PDES"" => """", ""ISW"" => """"))"
gen-764,true,0.0325909602,0.0,0.250340869857143,WT,"(min = -0.225631579, max = 0.23884210499999997)",0.95,"RenewableGenerationCost(CostCurve{LinearCurve}(LinearCurve(0.0, 0.0), UnitSystem.NATURAL_UNITS = 2, LinearCurve(0.0, 0.0)), CostCurve{LinearCurve}(LinearCurve(0.0, 0.0), UnitSystem.NATURAL_UNITS = 2, LinearCurve(0.0, 0.0)), 0.0)",100.0,Service[],,bus-1932,1932,"Area(0, 0.0, 0.0, 0.0, Dict{String, Any}(""I"" => """", ""ARNAME"" => """", ""PTOL"" => """", ""PDES"" => """", ""ISW"" => """"))"
gen-1724,true,0.0908235832,0.0,0.16468292643029597,PVe,"(min = -0.07, max = 0.102)",0.95,"RenewableGenerationCost(CostCurve{LinearCurve}(LinearCurve(0.0, 0.0), UnitSystem.NATURAL_UNITS = 2, LinearCurve(0.0, 0.0)), CostCurve{LinearCurve}(LinearCurve(0.0, 0.0), UnitSystem.NATURAL_UNITS = 2, LinearCurve(0.0, 0.0)), 0.0)",100.0,Service[],,bus-456,456,"Area(0, 0.0, 0.0, 0.0, Dict{String, Any}(""I"" => """", ""ARNAME"" => """", ""PTOL"" => """", ""PDES"" => """", ""ISW"" => """"))"
gen-1854,true,0.18164716599999997,0.0,0.27797457623060623,PVe,"(min = -0.07, max = 0.102)",0.95,"RenewableGenerationCost(CostCurve{LinearCurve}(LinearCurve(0.0, 0.0), UnitSystem.NATURAL_UNITS = 2, LinearCurve(0.0, 0.0)), CostCurve{LinearCurve}(LinearCurve(0.0, 0.0), UnitSystem.NATURAL_UNITS = 2, LinearCurve(0.0, 0.0)), 0.0)",100.0,Service[],,bus-2314,2314,"Area(0, 0.0, 0.0, 0.0, Dict{String, Any}(""I"" => """", ""ARNAME"" => """", ""PTOL"" => """", ""PDES"" => """", ""ISW"" => """"))"
