name,available,active_power_flow,reactive_power_flow,arc,r,x,b,rating,angle_limits,g
A25-2,true,0.0,0.0,"Arc(ACBus(115, Arthur, true, ACBusTypes.PV = 2, 0.13892297247099264, 1.04335, (min = 0.95, max = 1.05), 230.0, Area(PJM, 0.0, 0.0, 0.0, Dict{String, Any}()), LoadZone(16.0, 611.0, 123.0, Dict{String, Any}()), Dict{String, Any}()), ACBus(121, Attlee, true, ACBusTypes.PV = 2, 0.22840303616101354, 1.05, (min = 0.95, max = 1.05), 230.0, Area(PJM, 0.0, 0.0, 0.0, Dict{String, Any}()), LoadZone(17.0, 333.0, 68.0, Dict{String, Any}()), Dict{String, Any}()))",0.006,0.049,"(from = 0.0515, to = 0.0515)",11.063332199994486,"(min = -1.5707963267948966, max = 1.5707963267948966)","(from = 0.0, to = 0.0)"
B22,true,0.0,0.0,"Arc(ACBus(213, Barlow, true, ACBusTypes.PV = 2, -0.05611408078086969, 1.03752, (min = 0.95, max = 1.05), 230.0, Area(NYISO, 0.0, 0.0, 0.0, Dict{String, Any}()), LoadZone(24.0, 265.0, 54.0, Dict{String, Any}()), Dict{String, Any}()), ACBus(223, Bloch, true, ACBusTypes.PV = 2, 0.125340994764898, 1.05, (min = 0.95, max = 1.05), 230.0, Area(NYISO, 0.0, 0.0, 0.0, Dict{String, Any}()), LoadZone(25.0, 309.0, 63.0, Dict{String, Any}()), Dict{String, Any}()))",0.011,0.087,"(from = 0.091, to = 0.091)",1.9979691793095204,"(min = -1.5707963267948966, max = 1.5707963267948966)","(from = 0.0, to = 0.0)"
A1,true,0.0,0.0,"Arc(ACBus(101, Abel, true, ACBusTypes.PV = 2, -0.13511501310899143, 1.04777, (min = 0.95, max = 1.05), 138.0, Area(PJM, 0.0, 0.0, 0.0, Dict{String, Any}()), LoadZone(11.0, 433.0, 88.0, Dict{String, Any}()), Dict{String, Any}()), ACBus(102, Adams, true, ACBusTypes.PV = 2, -0.1364470483941135, 1.04783, (min = 0.95, max = 1.05), 138.0, Area(PJM, 0.0, 0.0, 0.0, Dict{String, Any}()), LoadZone(12.0, 529.0, 108.0, Dict{String, Any}()), Dict{String, Any}()))",0.003,0.014,"(from = 0.2305, to = 0.2305)",3.8721662699980706,"(min = -1.5707963267948966, max = 1.5707963267948966)","(from = 0.0, to = 0.0)"
B30,true,0.0,0.0,"Arc(ACBus(217, Bates, true, ACBusTypes.PQ = 1, 0.15390994022494278, 1.04847, (min = 0.95, max = 1.05), 230.0, Area(NYISO, 0.0, 0.0, 0.0, Dict{String, Any}()), LoadZone(27.0, 333.0, 68.0, Dict{String, Any}()), Dict{String, Any}()), ACBus(222, Bell, true, ACBusTypes.PQ = 1, 0.28679302628648384, 1.05, (min = 0.95, max = 1.05), 230.0, Area(NYISO, 0.0, 0.0, 0.0, Dict{String, Any}()), LoadZone(27.0, 333.0, 68.0, Dict{String, Any}()), Dict{String, Any}()))",0.014,0.105,"(from = 0.1105, to = 0.1105)",1.9979691793095204,"(min = -1.5707963267948966, max = 1.5707963267948966)","(from = 0.0, to = 0.0)"
B11,true,0.0,0.0,"Arc(ACBus(207, Baker, true, ACBusTypes.PV = 2, -0.23502708427110763, 1.03973, (min = 0.95, max = 1.05), 138.0, Area(NYISO, 0.0, 0.0, 0.0, Dict{String, Any}()), LoadZone(22.0, 529.0, 108.0, Dict{String, Any}()), Dict{String, Any}()), ACBus(208, Balch, true, ACBusTypes.PQ = 1, -0.2831550619936269, 1.01203, (min = 0.95, max = 1.05), 138.0, Area(NYISO, 0.0, 0.0, 0.0, Dict{String, Any}()), LoadZone(22.0, 529.0, 108.0, Dict{String, Any}()), Dict{String, Any}()))",0.016,0.061,"(from = 0.0085, to = 0.0085)",0.6992892127583322,"(min = -1.5707963267948966, max = 1.5707963267948966)","(from = 0.0, to = 0.0)"
C3,true,0.0,0.0,"Arc(ACBus(301, Cabell, true, ACBusTypes.PV = 2, -0.1631570436678591, 1.0486, (min = 0.95, max = 1.05), 138.0, Area(ISONE, 0.0, 0.0, 0.0, Dict{String, Any}()), LoadZone(31.0, 433.0, 88.0, Dict{String, Any}()), Dict{String, Any}()), ACBus(305, Calvin, true, ACBusTypes.PQ = 1, -0.2155490352859257, 1.03609, (min = 0.95, max = 1.05), 138.0, Area(ISONE, 0.0, 0.0, 0.0, Dict{String, Any}()), LoadZone(31.0, 433.0, 88.0, Dict{String, Any}()), Dict{String, Any}()))",0.022,0.085,"(from = 0.0115, to = 0.0115)",0.6785445172435975,"(min = -1.5707963267948966, max = 1.5707963267948966)","(from = 0.0, to = 0.0)"
A33-1,true,0.0,0.0,"Arc(ACBus(120, Attila, true, ACBusTypes.PQ = 1, 0.13509895607987307, 1.04399, (min = 0.95, max = 1.05), 230.0, Area(PJM, 0.0, 0.0, 0.0, Dict{String, Any}()), LoadZone(15.0, 309.0, 63.0, Dict{String, Any}()), Dict{String, Any}()), ACBus(123, Austen, true, ACBusTypes.PV = 2, 0.15805998412033487, 1.05, (min = 0.95, max = 1.05), 230.0, Area(PJM, 0.0, 0.0, 0.0, Dict{String, Any}()), LoadZone(15.0, 309.0, 63.0, Dict{String, Any}()), Dict{String, Any}()))",0.003,0.022,"(from = 0.023, to = 0.023)",11.063332199994486,"(min = -1.5707963267948966, max = 1.5707963267948966)","(from = 0.0, to = 0.0)"
B13-2,true,0.0,0.0,"Arc(ACBus(208, Balch, true, ACBusTypes.PQ = 1, -0.2831550619936269, 1.01203, (min = 0.95, max = 1.05), 138.0, Area(NYISO, 0.0, 0.0, 0.0, Dict{String, Any}()), LoadZone(22.0, 529.0, 108.0, Dict{String, Any}()), Dict{String, Any}()), ACBus(210, Banks, true, ACBusTypes.PQ = 1, -0.23526793970788284, 1.05, (min = 0.95, max = 1.05), 138.0, Area(NYISO, 0.0, 0.0, 0.0, Dict{String, Any}()), LoadZone(23.0, 370.0, 76.0, Dict{String, Any}()), Dict{String, Any}()))",0.043,0.165,"(from = 0.0225, to = 0.0225)",0.6992892127583322,"(min = -1.5707963267948966, max = 1.5707963267948966)","(from = 0.0, to = 0.0)"
C31-1,true,0.0,0.0,"Arc(ACBus(318, Clark, true, ACBusTypes.PV = 2, 0.19796606480255924, 1.05, (min = 0.95, max = 1.05), 230.0, Area(ISONE, 0.0, 0.0, 0.0, Dict{String, Any}()), LoadZone(37.0, 333.0, 68.0, Dict{String, Any}()), Dict{String, Any}()), ACBus(321, Cobb, true, ACBusTypes.PV = 2, 0.21539492271297458, 1.05, (min = 0.95, max = 1.05), 230.0, Area(ISONE, 0.0, 0.0, 0.0, Dict{String, Any}()), LoadZone(37.0, 333.0, 68.0, Dict{String, Any}()), Dict{String, Any}()))",0.003,0.026,"(from = 0.0275, to = 0.0275)",1.9386986206959926,"(min = -1.5707963267948966, max = 1.5707963267948966)","(from = 0.0, to = 0.0)"
A20,true,0.0,0.0,"Arc(ACBus(112, Archer, true, ACBusTypes.PQ = 1, -0.042310969858547334, 1.02024, (min = 0.95, max = 1.05), 230.0, Area(PJM, 0.0, 0.0, 0.0, Dict{String, Any}()), LoadZone(13.0, 370.0, 76.0, Dict{String, Any}()), Dict{String, Any}()), ACBus(113, Arne, true, ACBusTypes.REF = 3, 0.0, 1.03943, (min = 0.95, max = 1.05), 230.0, Area(PJM, 0.0, 0.0, 0.0, Dict{String, Any}()), LoadZone(14.0, 265.0, 54.0, Dict{String, Any}()), Dict{String, Any}()))",0.006,0.048,"(from = 0.05, to = 0.05)",11.063332199994486,"(min = -1.5707963267948966, max = 1.5707963267948966)","(from = 0.0, to = 0.0)"
B12-1,true,0.0,0.0,"Arc(ACBus(208, Balch, true, ACBusTypes.PQ = 1, -0.2831550619936269, 1.01203, (min = 0.95, max = 1.05), 138.0, Area(NYISO, 0.0, 0.0, 0.0, Dict{String, Any}()), LoadZone(22.0, 529.0, 108.0, Dict{String, Any}()), Dict{String, Any}()), ACBus(209, Balzac, true, ACBusTypes.PQ = 1, -0.204623972300142, 1.02781, (min = 0.95, max = 1.05), 138.0, Area(NYISO, 0.0, 0.0, 0.0, Dict{String, Any}()), LoadZone(23.0, 370.0, 76.0, Dict{String, Any}()), Dict{String, Any}()))",0.043,0.165,"(from = 0.0225, to = 0.0225)",0.6992892127583322,"(min = -1.5707963267948966, max = 1.5707963267948966)","(from = 0.0, to = 0.0)"
B3,true,0.0,0.0,"Arc(ACBus(201, Bach, true, ACBusTypes.PV = 2, -0.18657098464921346, 1.04841, (min = 0.95, max = 1.05), 138.0, Area(NYISO, 0.0, 0.0, 0.0, Dict{String, Any}()), LoadZone(21.0, 433.0, 88.0, Dict{String, Any}()), Dict{String, Any}()), ACBus(205, Bain, true, ACBusTypes.PQ = 1, -0.23757194885344055, 1.03603, (min = 0.95, max = 1.05), 138.0, Area(NYISO, 0.0, 0.0, 0.0, Dict{String, Any}()), LoadZone(21.0, 433.0, 88.0, Dict{String, Any}()), Dict{String, Any}()))",0.022,0.085,"(from = 0.0115, to = 0.0115)",0.6992892127583322,"(min = -1.5707963267948966, max = 1.5707963267948966)","(from = 0.0, to = 0.0)"
B24,true,0.0,0.0,"Arc(ACBus(215, Barton, true, ACBusTypes.PV = 2, 0.08087000542408246, 1.04327, (min = 0.95, max = 1.05), 230.0, Area(NYISO, 0.0, 0.0, 0.0, Dict{String, Any}()), LoadZone(26.0, 611.0, 123.0, Dict{String, Any}()), Dict{String, Any}()), ACBus(216, Basov, true, ACBusTypes.PV = 2, 0.0820320456400603, 1.04556, (min = 0.95, max = 1.05), 230.0, Area(NYISO, 0.0, 0.0, 0.0, Dict{String, Any}()), LoadZone(26.0, 611.0, 123.0, Dict{String, Any}()), Dict{String, Any}()))",0.002,0.017,"(from = 0.018, to = 0.018)",1.9979691793095204,"(min = -1.5707963267948966, max = 1.5707963267948966)","(from = 0.0, to = 0.0)"
A2,true,0.0,0.0,"Arc(ACBus(101, Abel, true, ACBusTypes.PV = 2, -0.13511501310899143, 1.04777, (min = 0.95, max = 1.05), 138.0, Area(PJM, 0.0, 0.0, 0.0, Dict{String, Any}()), LoadZone(11.0, 433.0, 88.0, Dict{String, Any}()), Dict{String, Any}()), ACBus(103, Adler, true, ACBusTypes.PQ = 1, -0.1258539470320591, 1.01085, (min = 0.95, max = 1.05), 138.0, Area(PJM, 0.0, 0.0, 0.0, Dict{String, Any}()), LoadZone(11.0, 433.0, 88.0, Dict{String, Any}()), Dict{String, Any}()))",0.055,0.211,"(from = 0.0285, to = 0.0285)",3.8721662699980706,"(min = -1.5707963267948966, max = 1.5707963267948966)","(from = 0.0, to = 0.0)"
B6,true,0.0,0.0,"Arc(ACBus(203, Baffin, true, ACBusTypes.PQ = 1, -0.18281503609892163, 1.01886, (min = 0.95, max = 1.05), 138.0, Area(NYISO, 0.0, 0.0, 0.0, Dict{String, Any}()), LoadZone(21.0, 433.0, 88.0, Dict{String, Any}()), Dict{String, Any}()), ACBus(209, Balzac, true, ACBusTypes.PQ = 1, -0.204623972300142, 1.02781, (min = 0.95, max = 1.05), 138.0, Area(NYISO, 0.0, 0.0, 0.0, Dict{String, Any}()), LoadZone(23.0, 370.0, 76.0, Dict{String, Any}()), Dict{String, Any}()))",0.031,0.119,"(from = 0.016, to = 0.016)",0.6992892127583322,"(min = -1.5707963267948966, max = 1.5707963267948966)","(from = 0.0, to = 0.0)"
A13-2,true,0.0,0.0,"Arc(ACBus(108, Alger, true, ACBusTypes.PQ = 1, -0.23997701256268875, 1.01024, (min = 0.95, max = 1.05), 138.0, Area(PJM, 0.0, 0.0, 0.0, Dict{String, Any}()), LoadZone(12.0, 529.0, 108.0, Dict{String, Any}()), Dict{String, Any}()), ACBus(110, Allen, true, ACBusTypes.PQ = 1, -0.18536496213608536, 1.05, (min = 0.95, max = 1.05), 138.0, Area(PJM, 0.0, 0.0, 0.0, Dict{String, Any}()), LoadZone(13.0, 370.0, 76.0, Dict{String, Any}()), Dict{String, Any}()))",0.043,0.165,"(from = 0.0225, to = 0.0225)",3.8721662699980706,"(min = -1.5707963267948966, max = 1.5707963267948966)","(from = 0.0, to = 0.0)"
B28,true,0.0,0.0,"Arc(ACBus(216, Basov, true, ACBusTypes.PV = 2, 0.0820320456400603, 1.04556, (min = 0.95, max = 1.05), 230.0, Area(NYISO, 0.0, 0.0, 0.0, Dict{String, Any}()), LoadZone(26.0, 611.0, 123.0, Dict{String, Any}()), Dict{String, Any}()), ACBus(219, Bede, true, ACBusTypes.PQ = 1, 0.07351902768053274, 1.03946, (min = 0.95, max = 1.05), 230.0, Area(NYISO, 0.0, 0.0, 0.0, Dict{String, Any}()), LoadZone(25.0, 309.0, 63.0, Dict{String, Any}()), Dict{String, Any}()))",0.003,0.023,"(from = 0.0245, to = 0.0245)",1.9979691793095204,"(min = -1.5707963267948966, max = 1.5707963267948966)","(from = 0.0, to = 0.0)"
A23,true,0.0,0.0,"Arc(ACBus(114, Arnold, true, ACBusTypes.PV = 2, -0.03020396990331307, 1.04401, (min = 0.95, max = 1.05), 230.0, Area(PJM, 0.0, 0.0, 0.0, Dict{String, Any}()), LoadZone(16.0, 611.0, 123.0, Dict{String, Any}()), Dict{String, Any}()), ACBus(116, Asser, true, ACBusTypes.PV = 2, 0.13210903253828157, 1.04565, (min = 0.95, max = 1.05), 230.0, Area(PJM, 0.0, 0.0, 0.0, Dict{String, Any}()), LoadZone(16.0, 611.0, 123.0, Dict{String, Any}()), Dict{String, Any}()))",0.005,0.059,"(from = 0.041, to = 0.041)",11.063332199994486,"(min = -1.5707963267948966, max = 1.5707963267948966)","(from = 0.0, to = 0.0)"
C8,true,0.0,0.0,"Arc(ACBus(304, Caine, true, ACBusTypes.PQ = 1, -0.21271793670626568, 1.01785, (min = 0.95, max = 1.05), 138.0, Area(ISONE, 0.0, 0.0, 0.0, Dict{String, Any}()), LoadZone(31.0, 433.0, 88.0, Dict{String, Any}()), Dict{String, Any}()), ACBus(309, Carter, true, ACBusTypes.PQ = 1, -0.18232006072305607, 1.02579, (min = 0.95, max = 1.05), 138.0, Area(ISONE, 0.0, 0.0, 0.0, Dict{String, Any}()), LoadZone(33.0, 370.0, 76.0, Dict{String, Any}()), Dict{String, Any}()))",0.027,0.104,"(from = 0.014, to = 0.014)",0.6785445172435975,"(min = -1.5707963267948966, max = 1.5707963267948966)","(from = 0.0, to = 0.0)"
B32-2,true,0.0,0.0,"Arc(ACBus(219, Bede, true, ACBusTypes.PQ = 1, 0.07351902768053274, 1.03946, (min = 0.95, max = 1.05), 230.0, Area(NYISO, 0.0, 0.0, 0.0, Dict{String, Any}()), LoadZone(25.0, 309.0, 63.0, Dict{String, Any}()), Dict{String, Any}()), ACBus(220, Beethoven, true, ACBusTypes.PQ = 1, 0.09886400094629359, 1.0438, (min = 0.95, max = 1.05), 230.0, Area(NYISO, 0.0, 0.0, 0.0, Dict{String, Any}()), LoadZone(25.0, 309.0, 63.0, Dict{String, Any}()), Dict{String, Any}()))",0.005,0.04,"(from = 0.0415, to = 0.0415)",1.9979691793095204,"(min = -1.5707963267948966, max = 1.5707963267948966)","(from = 0.0, to = 0.0)"
A24,true,0.0,0.0,"Arc(ACBus(115, Arthur, true, ACBusTypes.PV = 2, 0.13892297247099264, 1.04335, (min = 0.95, max = 1.05), 230.0, Area(PJM, 0.0, 0.0, 0.0, Dict{String, Any}()), LoadZone(16.0, 611.0, 123.0, Dict{String, Any}()), Dict{String, Any}()), ACBus(116, Asser, true, ACBusTypes.PV = 2, 0.13210903253828157, 1.04565, (min = 0.95, max = 1.05), 230.0, Area(PJM, 0.0, 0.0, 0.0, Dict{String, Any}()), LoadZone(16.0, 611.0, 123.0, Dict{String, Any}()), Dict{String, Any}()))",0.002,0.017,"(from = 0.018, to = 0.018)",11.063332199994486,"(min = -1.5707963267948966, max = 1.5707963267948966)","(from = 0.0, to = 0.0)"
B33-2,true,0.0,0.0,"Arc(ACBus(220, Beethoven, true, ACBusTypes.PQ = 1, 0.09886400094629359, 1.0438, (min = 0.95, max = 1.05), 230.0, Area(NYISO, 0.0, 0.0, 0.0, Dict{String, Any}()), LoadZone(25.0, 309.0, 63.0, Dict{String, Any}()), Dict{String, Any}()), ACBus(223, Bloch, true, ACBusTypes.PV = 2, 0.125340994764898, 1.05, (min = 0.95, max = 1.05), 230.0, Area(NYISO, 0.0, 0.0, 0.0, Dict{String, Any}()), LoadZone(25.0, 309.0, 63.0, Dict{String, Any}()), Dict{String, Any}()))",0.003,0.022,"(from = 0.023, to = 0.023)",1.9979691793095204,"(min = -1.5707963267948966, max = 1.5707963267948966)","(from = 0.0, to = 0.0)"
A30,true,0.0,0.0,"Arc(ACBus(117, Aston, true, ACBusTypes.PQ = 1, 0.19956391373276003, 1.04783, (min = 0.95, max = 1.05), 230.0, Area(PJM, 0.0, 0.0, 0.0, Dict{String, Any}()), LoadZone(17.0, 333.0, 68.0, Dict{String, Any}()), Dict{String, Any}()), ACBus(122, Aubrey, true, ACBusTypes.PV = 2, 0.33073605352857105, 1.05, (min = 0.95, max = 1.05), 230.0, Area(PJM, 0.0, 0.0, 0.0, Dict{String, Any}()), LoadZone(17.0, 333.0, 68.0, Dict{String, Any}()), Dict{String, Any}()))",0.014,0.105,"(from = 0.1105, to = 0.1105)",11.063332199994486,"(min = -1.5707963267948966, max = 1.5707963267948966)","(from = 0.0, to = 0.0)"
B10,true,0.0,0.0,"Arc(ACBus(206, Bajer, true, ACBusTypes.PQ = 1, -0.28198796032281825, 1.03259, (min = 0.95, max = 1.05), 138.0, Area(NYISO, 0.0, 0.0, 0.0, Dict{String, Any}()), LoadZone(22.0, 529.0, 108.0, Dict{String, Any}()), Dict{String, Any}()), ACBus(210, Banks, true, ACBusTypes.PQ = 1, -0.23526793970788284, 1.05, (min = 0.95, max = 1.05), 138.0, Area(NYISO, 0.0, 0.0, 0.0, Dict{String, Any}()), LoadZone(23.0, 370.0, 76.0, Dict{String, Any}()), Dict{String, Any}()))",0.014,0.061,"(from = 1.2295, to = 1.2295)",0.6992892127583322,"(min = -1.5707963267948966, max = 1.5707963267948966)","(from = 0.0, to = 0.0)"
B25-2,true,0.0,0.0,"Arc(ACBus(215, Barton, true, ACBusTypes.PV = 2, 0.08087000542408246, 1.04327, (min = 0.95, max = 1.05), 230.0, Area(NYISO, 0.0, 0.0, 0.0, Dict{String, Any}()), LoadZone(26.0, 611.0, 123.0, Dict{String, Any}()), Dict{String, Any}()), ACBus(221, Behring, true, ACBusTypes.PV = 2, 0.1855649768683639, 1.05, (min = 0.95, max = 1.05), 230.0, Area(NYISO, 0.0, 0.0, 0.0, Dict{String, Any}()), LoadZone(27.0, 333.0, 68.0, Dict{String, Any}()), Dict{String, Any}()))",0.006,0.049,"(from = 0.0515, to = 0.0515)",1.9979691793095204,"(min = -1.5707963267948966, max = 1.5707963267948966)","(from = 0.0, to = 0.0)"
A10,true,0.0,0.0,"Arc(ACBus(106, Alber, true, ACBusTypes.PQ = 1, -0.23176995082103577, 1.03242, (min = 0.95, max = 1.05), 138.0, Area(PJM, 0.0, 0.0, 0.0, Dict{String, Any}()), LoadZone(12.0, 529.0, 108.0, Dict{String, Any}()), Dict{String, Any}()), ACBus(110, Allen, true, ACBusTypes.PQ = 1, -0.18536496213608536, 1.05, (min = 0.95, max = 1.05), 138.0, Area(PJM, 0.0, 0.0, 0.0, Dict{String, Any}()), LoadZone(13.0, 370.0, 76.0, Dict{String, Any}()), Dict{String, Any}()))",0.014,0.061,"(from = 1.2295, to = 1.2295)",3.8721662699980706,"(min = -1.5707963267948966, max = 1.5707963267948966)","(from = 0.0, to = 0.0)"
C22,true,0.0,0.0,"Arc(ACBus(313, Cecil, true, ACBusTypes.PV = 2, -0.04215197036369065, 1.03802, (min = 0.95, max = 1.05), 230.0, Area(ISONE, 0.0, 0.0, 0.0, Dict{String, Any}()), LoadZone(34.0, 265.0, 54.0, Dict{String, Any}()), Dict{String, Any}()), ACBus(323, Comte, true, ACBusTypes.PV = 2, 0.15046692920953353, 1.05, (min = 0.95, max = 1.05), 230.0, Area(ISONE, 0.0, 0.0, 0.0, Dict{String, Any}()), LoadZone(35.0, 309.0, 63.0, Dict{String, Any}()), Dict{String, Any}()))",0.011,0.087,"(from = 0.091, to = 0.091)",1.9386986206959926,"(min = -1.5707963267948966, max = 1.5707963267948966)","(from = 0.0, to = 0.0)"
C6,true,0.0,0.0,"Arc(ACBus(303, Caesar, true, ACBusTypes.PQ = 1, -0.14969497008137647, 1.01045, (min = 0.95, max = 1.05), 138.0, Area(ISONE, 0.0, 0.0, 0.0, Dict{String, Any}()), LoadZone(31.0, 433.0, 88.0, Dict{String, Any}()), Dict{String, Any}()), ACBus(309, Carter, true, ACBusTypes.PQ = 1, -0.18232006072305607, 1.02579, (min = 0.95, max = 1.05), 138.0, Area(ISONE, 0.0, 0.0, 0.0, Dict{String, Any}()), LoadZone(33.0, 370.0, 76.0, Dict{String, Any}()), Dict{String, Any}()))",0.031,0.119,"(from = 0.016, to = 0.016)",0.6785445172435975,"(min = -1.5707963267948966, max = 1.5707963267948966)","(from = 0.0, to = 0.0)"
A11,true,0.0,0.0,"Arc(ACBus(107, Alder, true, ACBusTypes.PV = 2, -0.19681606735842017, 1.03745, (min = 0.95, max = 1.05), 138.0, Area(PJM, 0.0, 0.0, 0.0, Dict{String, Any}()), LoadZone(12.0, 529.0, 108.0, Dict{String, Any}()), Dict{String, Any}()), ACBus(108, Alger, true, ACBusTypes.PQ = 1, -0.23997701256268875, 1.01024, (min = 0.95, max = 1.05), 138.0, Area(PJM, 0.0, 0.0, 0.0, Dict{String, Any}()), LoadZone(12.0, 529.0, 108.0, Dict{String, Any}()), Dict{String, Any}()))",0.016,0.061,"(from = 0.0085, to = 0.0085)",3.8721662699980706,"(min = -1.5707963267948966, max = 1.5707963267948966)","(from = 0.0, to = 0.0)"
C34,true,0.0,0.0,"Arc(ACBus(321, Cobb, true, ACBusTypes.PV = 2, 0.21539492271297458, 1.05, (min = 0.95, max = 1.05), 230.0, Area(ISONE, 0.0, 0.0, 0.0, Dict{String, Any}()), LoadZone(37.0, 333.0, 68.0, Dict{String, Any}()), Dict{String, Any}()), ACBus(322, Cole, true, ACBusTypes.PV = 2, 0.3153659860038082, 1.05, (min = 0.95, max = 1.05), 230.0, Area(ISONE, 0.0, 0.0, 0.0, Dict{String, Any}()), LoadZone(37.0, 333.0, 68.0, Dict{String, Any}()), Dict{String, Any}()))",0.009,0.068,"(from = 0.071, to = 0.071)",1.9386986206959926,"(min = -1.5707963267948966, max = 1.5707963267948966)","(from = 0.0, to = 0.0)"
C32-1,true,0.0,0.0,"Arc(ACBus(319, Clay, true, ACBusTypes.PQ = 1, 0.10324303203954738, 1.03953, (min = 0.95, max = 1.05), 230.0, Area(ISONE, 0.0, 0.0, 0.0, Dict{String, Any}()), LoadZone(35.0, 309.0, 63.0, Dict{String, Any}()), Dict{String, Any}()), ACBus(320, Clive, true, ACBusTypes.PQ = 1, 0.1256129170623587, 1.04389, (min = 0.95, max = 1.05), 230.0, Area(ISONE, 0.0, 0.0, 0.0, Dict{String, Any}()), LoadZone(35.0, 309.0, 63.0, Dict{String, Any}()), Dict{String, Any}()))",0.005,0.04,"(from = 0.0415, to = 0.0415)",1.9386986206959926,"(min = -1.5707963267948966, max = 1.5707963267948966)","(from = 0.0, to = 0.0)"
B18,true,0.0,0.0,"Arc(ACBus(211, Bardeen, true, ACBusTypes.PQ = 1, -0.12100996022607405, 1.02735, (min = 0.95, max = 1.05), 230.0, Area(NYISO, 0.0, 0.0, 0.0, Dict{String, Any}()), LoadZone(23.0, 370.0, 76.0, Dict{String, Any}()), Dict{String, Any}()), ACBus(213, Barlow, true, ACBusTypes.PV = 2, -0.05611408078086969, 1.03752, (min = 0.95, max = 1.05), 230.0, Area(NYISO, 0.0, 0.0, 0.0, Dict{String, Any}()), LoadZone(24.0, 265.0, 54.0, Dict{String, Any}()), Dict{String, Any}()))",0.006,0.048,"(from = 0.05, to = 0.05)",1.9979691793095204,"(min = -1.5707963267948966, max = 1.5707963267948966)","(from = 0.0, to = 0.0)"
